,Ceremony,Year,Class,CanonicalCategory,Category,Film,FilmId,Name,Nominees,Winner
8564,72,1999,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Music of the Heart,tt0166943,Meryl Streep,Meryl Streep,
8565,72,1999,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Boys Don't Cry,tt0171804,Hilary Swank,Hilary Swank,True
8566,72,1999,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Sixth Sense,tt0167404,Toni Collette,Toni Collette,
8567,72,1999,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,"Girl, Interrupted",tt0172493,Angelina Jolie,Angelina Jolie,True
8568,72,1999,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Being John Malkovich,tt0120601,Catherine Keener,Catherine Keener,
8569,72,1999,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Sweet and Lowdown,tt0158371,Samantha Morton,Samantha Morton,
8570,72,1999,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Boys Don't Cry,tt0171804,Chloë Sevigny,Chloë Sevigny,
8571,72,1999,Production,ART DIRECTION,ART DIRECTION,Anna and the King,tt0166485,Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker,"Luciana Arrighi, Ian Whittaker",
8572,72,1999,Production,ART DIRECTION,ART DIRECTION,The Cider House Rules,tt0124315,Art Direction: David Gropman; Set Decoration: Beth Rubino,"David Gropman, Beth Rubino",
8573,72,1999,Production,ART DIRECTION,ART DIRECTION,Sleepy Hollow,tt0162661,Art Direction: Rick Heinrichs; Set Decoration: Peter Young,"Rick Heinrichs, Peter Young",True
8574,72,1999,Production,ART DIRECTION,ART DIRECTION,The Talented Mr. Ripley,tt0134119,Art Direction: Roy Walker; Set Decoration: Bruno Cesari,"Roy Walker, Bruno Cesari",
8575,72,1999,Production,ART DIRECTION,ART DIRECTION,Topsy-Turvy,tt0151568,"Art Direction: Eve Stewart; Set Decoration: Eve Stewart, John Bush","Eve Stewart, John Bush",
8576,72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,American Beauty,tt0169547,Conrad L. Hall,Conrad L. Hall,True
8577,72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The End of the Affair,tt0172396,Roger Pratt,Roger Pratt,
8578,72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Insider,tt0140352,Dante Spinotti,Dante Spinotti,
8579,72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Sleepy Hollow,tt0162661,Emmanuel Lubezki,Emmanuel Lubezki,
8580,72,1999,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Snow Falling on Cedars,tt0120834,Robert Richardson,Robert Richardson,
8581,72,1999,Production,COSTUME DESIGN,COSTUME DESIGN,Anna and the King,tt0166485,Jenny Beavan,Jenny Beavan,
8582,72,1999,Production,COSTUME DESIGN,COSTUME DESIGN,Sleepy Hollow,tt0162661,Colleen Atwood,Colleen Atwood,
8583,72,1999,Production,COSTUME DESIGN,COSTUME DESIGN,The Talented Mr. Ripley,tt0134119,"Ann Roth, Gary Jones","Ann Roth, Gary Jones",
8584,72,1999,Production,COSTUME DESIGN,COSTUME DESIGN,Titus,tt0120866,Milena Canonero,Milena Canonero,
8585,72,1999,Production,COSTUME DESIGN,COSTUME DESIGN,Topsy-Turvy,tt0151568,Lindy Hemming,Lindy Hemming,True
8586,72,1999,Directing,DIRECTING,DIRECTING,American Beauty,tt0169547,Sam Mendes,Sam Mendes,True
8587,72,1999,Directing,DIRECTING,DIRECTING,Being John Malkovich,tt0120601,Spike Jonze,Spike Jonze,
8588,72,1999,Directing,DIRECTING,DIRECTING,The Cider House Rules,tt0124315,Lasse Hallström,Lasse Hallström,
8589,72,1999,Directing,DIRECTING,DIRECTING,The Insider,tt0140352,Michael Mann,Michael Mann,
8590,72,1999,Directing,DIRECTING,DIRECTING,The Sixth Sense,tt0167404,M. Night Shyamalan,M. Night Shyamalan,
8599,72,1999,Production,FILM EDITING,FILM EDITING,American Beauty,tt0169547,"Tariq Anwar, Christopher Greenbury","Tariq Anwar, Christopher Greenbury",
8600,72,1999,Production,FILM EDITING,FILM EDITING,The Cider House Rules,tt0124315,Lisa Zeno Churgin,Lisa Zeno Churgin,
8601,72,1999,Production,FILM EDITING,FILM EDITING,The Insider,tt0140352,"William Goldenberg, Paul Rubell, David Rosenbloom","William Goldenberg, Paul Rubell, David Rosenbloom",
8602,72,1999,Production,FILM EDITING,FILM EDITING,The Matrix,tt0133093,Zach Staenberg,Zach Staenberg,True
8603,72,1999,Production,FILM EDITING,FILM EDITING,The Sixth Sense,tt0167404,Andrew Mondshein,Andrew Mondshein,
8604,72,1999,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,All about My Mother,tt0185125,Spain,,True
8605,72,1999,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Caravan,tt0210727,Nepal,,
8606,72,1999,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,East-West,tt0181530,France,,
8607,72,1999,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Solomon and Gaenor,tt0181830,United Kingdom,,
8608,72,1999,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Under the Sun,tt0158302,Sweden,,
8609,72,1999,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Austin Powers: The Spy Who Shagged Me,tt0145660,"Michèle Burke, Mike Smithson","Michèle Burke, Mike Smithson",
8610,72,1999,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Bicentennial Man,tt0182789,Greg Cannom,Greg Cannom,
8611,72,1999,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Life,tt0123964,Rick Baker,Rick Baker,
8612,72,1999,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Topsy-Turvy,tt0151568,"Christine Blundell, Trefor Proud","Christine Blundell, Trefor Proud",True
8613,72,1999,Music,MUSIC (Original Score),MUSIC (Original Score),American Beauty,tt0169547,Thomas Newman,Thomas Newman,
8614,72,1999,Music,MUSIC (Original Score),MUSIC (Original Score),Angela's Ashes,tt0145653,John Williams,John Williams,
8615,72,1999,Music,MUSIC (Original Score),MUSIC (Original Score),The Cider House Rules,tt0124315,Rachel Portman,Rachel Portman,
8616,72,1999,Music,MUSIC (Original Score),MUSIC (Original Score),The Red Violin,tt0120802,John Corigliano,John Corigliano,True
8617,72,1999,Music,MUSIC (Original Score),MUSIC (Original Score),The Talented Mr. Ripley,tt0134119,Gabriel Yared,Gabriel Yared,
8618,72,1999,Music,MUSIC (Original Song),MUSIC (Original Song),"South Park: Bigger, Longer & Uncut",tt0158983,Music and Lyric by Trey Parker and Marc Shaiman,"Trey Parker, Marc Shaiman",
8619,72,1999,Music,MUSIC (Original Song),MUSIC (Original Song),Music of the Heart,tt0166943,Music and Lyric by Diane Warren,Diane Warren,
8620,72,1999,Music,MUSIC (Original Song),MUSIC (Original Song),Magnolia,tt0175880,Music and Lyric by Aimee Mann,Aimee Mann,
8621,72,1999,Music,MUSIC (Original Song),MUSIC (Original Song),Toy Story 2,tt0120363,Music and Lyric by Randy Newman,Randy Newman,
8622,72,1999,Music,MUSIC (Original Song),MUSIC (Original Song),Tarzan,tt0120855,Music and Lyric by Phil Collins,Phil Collins,True
8623,72,1999,Title,BEST PICTURE,BEST PICTURE,American Beauty,tt0169547,"Bruce Cohen and Dan Jinks, Producers","Bruce Cohen, Dan Jinks",True
8624,72,1999,Title,BEST PICTURE,BEST PICTURE,The Cider House Rules,tt0124315,"Richard N. Gladstein, Producer",Richard N. Gladstein,
8625,72,1999,Title,BEST PICTURE,BEST PICTURE,The Green Mile,tt0120689,"David Valdes and Frank Darabont, Producers","David Valdes, Frank Darabont",
8626,72,1999,Title,BEST PICTURE,BEST PICTURE,The Insider,tt0140352,"Michael Mann and Pieter Jan Brugge, Producers","Michael Mann, Pieter Jan Brugge",
8627,72,1999,Title,BEST PICTURE,BEST PICTURE,The Sixth Sense,tt0167404,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers","Frank Marshall, Kathleen Kennedy, Barry Mendel",
8638,72,1999,Production,SOUND MIXING,SOUND,The Green Mile,tt0120689,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton","Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",
8639,72,1999,Production,SOUND MIXING,SOUND,The Insider,tt0140352,"Andy Nelson, Doug Hemphill, Lee Orloff","Andy Nelson, Doug Hemphill, Lee Orloff",
8640,72,1999,Production,SOUND MIXING,SOUND,The Matrix,tt0133093,"John Reitz, Gregg Rudloff, David Campbell, David Lee","John Reitz, Gregg Rudloff, David Campbell, David Lee",True
8641,72,1999,Production,SOUND MIXING,SOUND,The Mummy,tt0120616,"Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro","Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro",
8642,72,1999,Production,SOUND MIXING,SOUND,Star Wars Episode I: The Phantom Menace,tt0120915,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley","Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley",
8643,72,1999,Production,SOUND EDITING,SOUND EFFECTS EDITING,Fight Club,tt0137523,"Ren Klyce, Richard Hymns","Ren Klyce, Richard Hymns",
8644,72,1999,Production,SOUND EDITING,SOUND EFFECTS EDITING,The Matrix,tt0133093,Dane A. Davis,Dane A. Davis,True
8645,72,1999,Production,SOUND EDITING,SOUND EFFECTS EDITING,Star Wars Episode I: The Phantom Menace,tt0120915,"Ben Burtt, Tom Bellfort","Ben Burtt, Tom Bellfort",
8646,72,1999,Production,VISUAL EFFECTS,VISUAL EFFECTS,The Matrix,tt0133093,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum","John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",True
8647,72,1999,Production,VISUAL EFFECTS,VISUAL EFFECTS,Star Wars Episode I: The Phantom Menace,tt0120915,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman","John Knoll, Dennis Muren, Scott Squires, Rob Coleman",
8648,72,1999,Production,VISUAL EFFECTS,VISUAL EFFECTS,Stuart Little,tt0164912,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard","John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",
8649,72,1999,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Cider House Rules,tt0124315,John Irving,John Irving,True
8650,72,1999,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Election,tt0126886,"Alexander Payne, Jim Taylor","Alexander Payne, Jim Taylor",
8651,72,1999,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Green Mile,tt0120689,Frank Darabont,Frank Darabont,
8652,72,1999,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Insider,tt0140352,"Eric Roth, Michael Mann","Eric Roth, Michael Mann",
8653,72,1999,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Talented Mr. Ripley,tt0134119,Anthony Minghella,Anthony Minghella,
8654,72,1999,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),American Beauty,tt0169547,Alan Ball,Alan Ball,True
8655,72,1999,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Being John Malkovich,tt0120601,Charlie Kaufman,Charlie Kaufman,
8656,72,1999,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Magnolia,tt0175880,Paul Thomas Anderson,Paul Thomas Anderson,
8657,72,1999,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),The Sixth Sense,tt0167404,M. Night Shyamalan,M. Night Shyamalan,
8658,72,1999,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Topsy-Turvy,tt0151568,Mike Leigh,Mike Leigh,
8677,73,2000,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Before Night Falls,tt0247196,Javier Bardem,Javier Bardem,
8678,73,2000,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Gladiator,tt0172495,Russell Crowe,Russell Crowe,True
8679,73,2000,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Cast Away,tt0162222,Tom Hanks,Tom Hanks,
8680,73,2000,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Pollock,tt0183659,Ed Harris,Ed Harris,
8681,73,2000,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Quills,tt0180073,Geoffrey Rush,Geoffrey Rush,
8682,73,2000,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Contender,tt0208874,Jeff Bridges,Jeff Bridges,
8683,73,2000,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Shadow of the Vampire,tt0189998,Willem Dafoe,Willem Dafoe,
8684,73,2000,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Traffic,tt0181865,Benicio Del Toro,Benicio Del Toro,True
8685,73,2000,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Erin Brockovich,tt0195685,Albert Finney,Albert Finney,
8686,73,2000,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Gladiator,tt0172495,Joaquin Phoenix,Joaquin Phoenix,
8687,73,2000,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,The Contender,tt0208874,Joan Allen,Joan Allen,
8688,73,2000,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Chocolat,tt0241303,Juliette Binoche,Juliette Binoche,
8689,73,2000,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Requiem for a Dream,tt0180093,Ellen Burstyn,Ellen Burstyn,
8690,73,2000,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,You Can Count on Me,tt0203230,Laura Linney,Laura Linney,
8691,73,2000,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Erin Brockovich,tt0195685,Julia Roberts,Julia Roberts,True
8692,73,2000,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Chocolat,tt0241303,Judi Dench,Judi Dench,
8693,73,2000,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Pollock,tt0183659,Marcia Gay Harden,Marcia Gay Harden,True
8694,73,2000,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Almost Famous,tt0181875,Kate Hudson,Kate Hudson,
8695,73,2000,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Almost Famous,tt0181875,Frances McDormand,Frances McDormand,
8696,73,2000,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Billy Elliot,tt0249462,Julie Walters,Julie Walters,
8697,73,2000,Production,ART DIRECTION,ART DIRECTION,"Crouching Tiger, Hidden Dragon",tt0190332,Tim Yip,Tim Yip,True
8698,73,2000,Production,ART DIRECTION,ART DIRECTION,Dr. Seuss' How the Grinch Stole Christmas,tt0170016,Art Direction: Michael Corenblith; Set Decoration: Merideth Boswell,"Michael Corenblith, Merideth Boswell",
8699,73,2000,Production,ART DIRECTION,ART DIRECTION,Gladiator,tt0172495,Art Direction: Arthur Max; Set Decoration: Crispian Sallis,"Arthur Max, Crispian Sallis",
8700,73,2000,Production,ART DIRECTION,ART DIRECTION,Quills,tt0180073,Art Direction: Martin Childs; Set Decoration: Jill Quertier,"Martin Childs, Jill Quertier",
8701,73,2000,Production,ART DIRECTION,ART DIRECTION,Vatel,tt0190861,Art Direction: Jean Rabasse; Set Decoration: Françoise Benoît-Fresco,"Jean Rabasse, Françoise Benoît-Fresco",
8702,73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,"Crouching Tiger, Hidden Dragon",tt0190332,Peter Pau,Peter Pau,True
8703,73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Gladiator,tt0172495,John Mathieson,John Mathieson,
8704,73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Malèna,tt0213847,Lajos Koltai,Lajos Koltai,
8705,73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,"O Brother, Where Art Thou?",tt0190590,Roger Deakins,Roger Deakins,
8706,73,2000,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Patriot,tt0187393,Caleb Deschanel,Caleb Deschanel,
8707,73,2000,Production,COSTUME DESIGN,COSTUME DESIGN,"Crouching Tiger, Hidden Dragon",tt0190332,Tim Yip,Tim Yip,
8708,73,2000,Production,COSTUME DESIGN,COSTUME DESIGN,Dr. Seuss' How the Grinch Stole Christmas,tt0170016,Rita Ryack,Rita Ryack,
8709,73,2000,Production,COSTUME DESIGN,COSTUME DESIGN,Gladiator,tt0172495,Janty Yates,Janty Yates,True
8710,73,2000,Production,COSTUME DESIGN,COSTUME DESIGN,102 Dalmatians,tt0211181,Anthony Powell,Anthony Powell,
8711,73,2000,Production,COSTUME DESIGN,COSTUME DESIGN,Quills,tt0180073,Jacqueline West,Jacqueline West,
8712,73,2000,Directing,DIRECTING,DIRECTING,Billy Elliot,tt0249462,Stephen Daldry,Stephen Daldry,
8713,73,2000,Directing,DIRECTING,DIRECTING,"Crouching Tiger, Hidden Dragon",tt0190332,Ang Lee,Ang Lee,
8714,73,2000,Directing,DIRECTING,DIRECTING,Erin Brockovich,tt0195685,Steven Soderbergh,Steven Soderbergh,
8715,73,2000,Directing,DIRECTING,DIRECTING,Gladiator,tt0172495,Ridley Scott,Ridley Scott,
8716,73,2000,Directing,DIRECTING,DIRECTING,Traffic,tt0181865,Steven Soderbergh,Steven Soderbergh,True
8727,73,2000,Production,FILM EDITING,FILM EDITING,Almost Famous,tt0181875,"Joe Hutshing, Saar Klein","Joe Hutshing, Saar Klein",
8728,73,2000,Production,FILM EDITING,FILM EDITING,"Crouching Tiger, Hidden Dragon",tt0190332,Tim Squyres,Tim Squyres,
8729,73,2000,Production,FILM EDITING,FILM EDITING,Gladiator,tt0172495,Pietro Scalia,Pietro Scalia,
8730,73,2000,Production,FILM EDITING,FILM EDITING,Traffic,tt0181865,Stephen Mirrione,Stephen Mirrione,True
8731,73,2000,Production,FILM EDITING,FILM EDITING,Wonder Boys,tt0185014,Dede Allen,Dede Allen,
8732,73,2000,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Amores Perros,tt0245712,Mexico,,
8733,73,2000,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,"Crouching Tiger, Hidden Dragon",tt0190332,Taiwan,,True
8734,73,2000,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Divided We Fall,tt0234288,Czech Republic,,
8735,73,2000,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Everybody Famous!,tt0209037,Belgium,,
8736,73,2000,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Taste of Others,tt0216787,France,,
8737,73,2000,Production,MAKEUP AND HAIRSTYLING,MAKEUP,The Cell,tt0209958,"Michèle Burke, Edouard Henriques","Michèle Burke, Edouard Henriques",
8738,73,2000,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Dr. Seuss' How the Grinch Stole Christmas,tt0170016,"Rick Baker, Gail Ryan","Rick Baker, Gail Ryan",True
8739,73,2000,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Shadow of the Vampire,tt0189998,"Ann Buchanan, Amber Sibley","Ann Buchanan, Amber Sibley",
8740,73,2000,Music,MUSIC (Original Score),MUSIC (Original Score),Chocolat,tt0241303,Rachel Portman,Rachel Portman,
8741,73,2000,Music,MUSIC (Original Score),MUSIC (Original Score),"Crouching Tiger, Hidden Dragon",tt0190332,Tan Dun,Tan Dun,True
8742,73,2000,Music,MUSIC (Original Score),MUSIC (Original Score),Gladiator,tt0172495,Hans Zimmer,Hans Zimmer,
8743,73,2000,Music,MUSIC (Original Score),MUSIC (Original Score),Malèna,tt0213847,Ennio Morricone,Ennio Morricone,
8744,73,2000,Music,MUSIC (Original Score),MUSIC (Original Score),The Patriot,tt0187393,John Williams,John Williams,
8745,73,2000,Music,MUSIC (Original Song),MUSIC (Original Song),Meet the Parents,tt0212338,Music and Lyric by Randy Newman,Randy Newman,
8746,73,2000,Music,MUSIC (Original Song),MUSIC (Original Song),Dancer in the Dark,tt0168629,Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson,"Björk, Lars von Trier, Sjon Sigurdsson",
8747,73,2000,Music,MUSIC (Original Song),MUSIC (Original Song),"Crouching Tiger, Hidden Dragon",tt0190332,Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus,"Jorge Calandrelli, Tan Dun, James Schamus",
8748,73,2000,Music,MUSIC (Original Song),MUSIC (Original Song),The Emperor's New Groove,tt0120917,Music by Sting and David Hartley; Lyric by Sting,"Sting, David Hartley",
8749,73,2000,Music,MUSIC (Original Song),MUSIC (Original Song),Wonder Boys,tt0185014,Music and Lyric by Bob Dylan,Bob Dylan,True
8750,73,2000,Title,BEST PICTURE,BEST PICTURE,Chocolat,tt0241303,"David Brown, Kit Golden and Leslie Holleran, Producers","David Brown, Kit Golden, Leslie Holleran",
8751,73,2000,Title,BEST PICTURE,BEST PICTURE,"Crouching Tiger, Hidden Dragon",tt0190332,"Bill Kong, Hsu Li Kong and Ang Lee, Producers","Bill Kong, Hsu Li Kong, Ang Lee",
8752,73,2000,Title,BEST PICTURE,BEST PICTURE,Erin Brockovich,tt0195685,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers","Danny DeVito, Michael Shamberg, Stacey Sher",
8753,73,2000,Title,BEST PICTURE,BEST PICTURE,Gladiator,tt0172495,"Douglas Wick, David Franzoni and Branko Lustig, Producers","Douglas Wick, David Franzoni, Branko Lustig",True
8754,73,2000,Title,BEST PICTURE,BEST PICTURE,Traffic,tt0181865,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers","Edward Zwick, Marshall Herskovitz, Laura Bickford",
8763,73,2000,Production,SOUND MIXING,SOUND,Cast Away,tt0162222,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan","Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",
8764,73,2000,Production,SOUND MIXING,SOUND,Gladiator,tt0172495,"Scott Millan, Bob Beemer, Ken Weston","Scott Millan, Bob Beemer, Ken Weston",True
8765,73,2000,Production,SOUND MIXING,SOUND,The Patriot,tt0187393,"Kevin O'Connell, Greg P. Russell, Lee Orloff","Kevin O'Connell, Greg P. Russell, Lee Orloff",
